Word,Length,Log_Freq_HAL,I_Mean_RT,I_Mean_Accuracy
adorns,11.36020663,9.491247697,769.7797763,1.178725066
adrenal,11.37687389,9.509093668,769.6623339,1.180550518
adrenalin,11.39354116,9.526939638,769.5448915,1.182375971
Adrian,11.41020843,9.544785608,769.4274491,1.184201423
Adriatic,11.4268757,9.562631579,769.3100067,1.186026876
adrift,11.44354297,9.580477549,769.1925643,1.187852328
adroit,11.46021024,9.59832352,769.0751219,1.189677781
adroitness,11.47687751,9.61616949,768.9576795,1.191503233
ads,11.49354477,9.634015461,768.8402371,1.193328685
adsorbed,11.51021204,9.651861431,768.7227947,1.195154138
adsorbs,11.52687931,9.669707402,768.6053523,1.19697959
adulation,11.54354658,9.687553372,768.4879099,1.198805043
adult,11.56021385,9.705399343,768.3704675,1.200630495
adulterant,11.57688112,9.723245313,768.2530251,1.202455948
adulterate,11.59354839,9.741091283,768.1355827,1.2042814
adulterated,11.61021566,9.758937254,768.0181403,1.206106853
adulterer,11.62688292,9.776783224,767.9006979,1.207932305
adulterers,11.64355019,9.794629195,767.7832555,1.209757757
adulteress,11.66021746,9.812475165,767.6658131,1.21158321
adulterous,11.67688473,9.830321136,767.5483707,1.213408662
adultery,11.693552,9.848167106,767.4309283,1.215234115
adulthood,11.71021927,9.866013077,767.3134859,1.217059567
adults,11.72688654,9.883859047,767.1960435,1.21888502
advance,11.74355381,9.901705018,767.0786011,1.220710472
advanced,11.76022107,9.919550988,766.9611587,1.222535925
advancement,11.77688834,9.937396958,766.8437163,1.224361377
advancements,11.79355561,9.955242929,766.7262739,1.226186829
advances,11.81022288,9.973088899,766.6088315,1.228012282
advancing,11.82689015,9.99093487,766.4913891,1.229837734
advantage,11.84355742,10.00878084,766.3739467,1.231663187
advantageous,11.86022469,10.02662681,766.2565043,1.233488639
advantageously,11.87689196,10.04447278,766.1390619,1.235314092
advantages,11.89355922,10.06231875,766.0216195,1.237139544
advent,11.91022649,10.08016472,765.9041771,1.238964997
adventitious,11.92689376,10.09801069,765.7867347,1.240790449
adventure,11.94356103,10.11585666,765.6692923,1.242615901
adventurers,11.9602283,10.13370263,765.5518499,1.244441354
adventures,11.97689557,10.1515486,765.4344075,1.246266806
adventuring,11.99356284,10.16939457,765.3169651,1.248092259
adventurous,12.01023011,10.18724054,765.1995227,1.249917711
adverb,12.02689737,10.20508652,765.0820803,1.251743164
adverbial,12.04356464,10.22293249,764.9646379,1.253568616
adverbs,12.06023191,10.24077846,764.8471955,1.255394069
adversaries,12.07689918,10.25862443,764.7297531,1.257219521
adversary,12.09356645,10.2764704,764.6123107,1.259044973
adverse,12.11023372,10.29431637,764.4948683,1.260870426
adversely,12.12690099,10.31216234,764.3774259,1.262695878
adversity,12.14356825,10.33000831,764.2599835,1.264521331
advert,12.16023552,10.34785428,764.1425411,1.266346783
advertise,12.17690279,10.36570025,764.0250987,1.268172236
advertised,12.19357006,10.38354622,763.9076563,1.269997688
advertisement,12.21023733,10.40139219,763.7902138,1.271823141
advertisements,12.2269046,10.41923816,763.6727714,1.273648593
advertiser,12.24357187,10.43708413,763.555329,1.275474045
advertisers,12.26023914,10.4549301,763.4378866,1.277299498
advertises,12.2769064,10.47277607,763.3204442,1.27912495
advertising,12.29357367,10.49062204,763.2030018,1.280950403
advice,12.31024094,10.50846801,763.0855594,1.282775855
advisability,12.32690821,10.52631398,762.968117,1.284601308
advisable,12.34357548,10.54415995,762.8506746,1.28642676
advise,12.36024275,10.56200592,762.7332322,1.288252213
advised,12.37691002,10.57985189,762.6157898,1.290077665
advisedly,12.39357729,10.59769787,762.4983474,1.291903117
advisement,12.41024455,10.61554384,762.380905,1.29372857
adviser,12.42691182,10.63338981,762.2634626,1.295554022
advisers,12.44357909,10.65123578,762.1460202,1.297379475
advises,12.46024636,10.66908175,762.0285778,1.299204927
advising,12.47691363,10.68692772,761.9111354,1.30103038
advisor,12.4935809,10.70477369,761.793693,1.302855832
admonishing,12.51024817,10.72261966,761.6762506,1.304681285
admonishments,12.52691544,10.74046563,761.5588082,1.306506737
admonition,12.5435827,10.7583116,761.4413658,1.308332189
admonitions,12.56024997,10.77615757,761.3239234,1.310157642
ado,12.57691724,10.79400354,761.206481,1.311983094
adobe,12.59358451,10.81184951,761.0890386,1.313808547
adolescence,12.61025178,10.82969548,760.9715962,1.315633999
adolescent,12.62691905,10.84754145,760.8541538,1.317459452
adolescents,12.64358632,10.86538742,760.7367114,1.319284904
adolescent's,12.66025359,10.88323339,760.619269,1.321110357
Adolf,12.67692085,10.90107936,760.5018266,1.322935809
Adonis,12.69358812,10.91892533,760.3843842,1.324761261
adopt,12.71025539,10.9367713,760.2669418,1.326586714
adopted,12.72692266,10.95461727,760.1494994,1.328412166
adopting,12.74358993,10.97246324,760.032057,1.330237619
adoption,12.7602572,10.99030922,759.9146146,1.332063071
adopts,12.77692447,11.00815519,759.7971722,1.333888524
adorable,12.79359173,11.02600116,759.6797298,1.335713976
adoration,12.810259,11.04384713,759.5622874,1.337539429
adore,12.82692627,11.0616931,759.444845,1.339364881
adored,12.84359354,11.07953907,759.3274026,1.341190333
adores,12.86026081,11.09738504,759.2099602,1.343015786
adorn,12.87692808,11.11523101,759.0925178,1.344841238
adorned,12.89359535,11.13307698,758.9750754,1.346666691
adornment,12.91026262,11.15092295,758.857633,1.348492143
adorns,12.92692988,11.16876892,758.7401906,1.350317596
adrenal,12.94359715,11.18661489,758.6227482,1.352143048
adrenalin,12.96026442,11.20446086,758.5053058,1.353968501
Adrian,12.97693169,11.22230683,758.3878634,1.355793953
Adriatic,12.99359896,11.2401528,758.270421,1.357619405
adrift,13.01026623,11.25799877,758.1529786,1.359444858
adroit,13.0269335,11.27584474,758.0355362,1.36127031
adroitness,13.04360077,11.29369071,757.9180938,1.363095763
ads,13.06026803,11.31153668,757.8006514,1.364921215
adsorbed,13.0769353,11.32938265,757.683209,1.366746668
adsorbs,13.09360257,11.34722862,757.5657666,1.36857212
adulation,13.11026984,11.36507459,757.4483242,1.370397573
adult,13.12693711,11.38292056,757.3308818,1.372223025
adulterant,13.14360438,11.40076654,757.2134394,1.374048477
adulterate,13.16027165,11.41861251,757.095997,1.37587393
adulterated,13.17693892,11.43645848,756.9785546,1.377699382
adulterer,13.19360618,11.45430445,756.8611122,1.379524835
adulterers,13.21027345,11.47215042,756.7436698,1.381350287
adulteress,13.22694072,11.48999639,756.6262274,1.38317574
adulterous,13.24360799,11.50784236,756.508785,1.385001192
adultery,13.26027526,11.52568833,756.3913426,1.386826645
adulthood,13.27694253,11.5435343,756.2739002,1.388652097
adults,13.2936098,11.56138027,756.1564578,1.390477549
advance,13.31027707,11.57922624,756.0390154,1.392303002
advanced,13.32694433,11.59707221,755.921573,1.394128454
advancement,13.3436116,11.61491818,755.8041305,1.395953907
advancements,13.36027887,11.63276415,755.6866881,1.397779359
advances,13.37694614,11.65061012,755.5692457,1.399604812
advancing,13.39361341,11.66845609,755.4518033,1.401430264
advantage,13.41028068,11.68630206,755.3343609,1.403255717
advantageous,13.42694795,11.70414803,755.2169185,1.405081169
advantageously,13.44361522,11.721994,755.0994761,1.406906621
advantages,13.46028248,11.73983997,754.9820337,1.408732074
advent,13.47694975,11.75768594,754.8645913,1.410557526
adventitious,13.49361702,11.77553191,754.7471489,1.412382979
adventure,13.51028429,11.79337789,754.6297065,1.414208431
adventurers,13.52695156,11.81122386,754.5122641,1.416033884
adventures,13.54361883,11.82906983,754.3948217,1.417859336
adventuring,13.5602861,11.8469158,754.2773793,1.419684788
adventurous,13.57695336,11.86476177,754.1599369,1.421510241
adverb,13.59362063,11.88260774,754.0424945,1.423335693
adverbial,13.6102879,11.90045371,753.9250521,1.425161146
adverbs,13.62695517,11.91829968,753.8076097,1.426986598
adversaries,13.64362244,11.93614565,753.6901673,1.428812051
adversary,13.66028971,11.95399162,753.5727249,1.430637503
adverse,13.67695698,11.97183759,753.4552825,1.432462956
adversely,13.69362425,11.98968356,753.3378401,1.434288408
adversity,13.71029151,12.00752953,753.2203977,1.43611386
advert,13.72695878,12.0253755,753.1029553,1.437939313
advertise,13.74362605,12.04322147,752.9855129,1.439764765
advertised,13.76029332,12.06106744,752.8680705,1.441590218
advertisement,13.77696059,12.07891341,752.7506281,1.44341567
advertisements,13.79362786,12.09675938,752.6331857,1.445241123
advertiser,13.81029513,12.11460535,752.5157433,1.447066575
advertisers,13.8269624,12.13245132,752.3983009,1.448892028
advertises,13.84362966,12.15029729,752.2808585,1.45071748
advertising,13.86029693,12.16814326,752.1634161,1.452542932
advice,13.8769642,12.18598924,752.0459737,1.454368385
advisability,13.89363147,12.20383521,751.9285313,1.456193837
advisable,13.91029874,12.22168118,751.8110889,1.45801929
advise,13.92696601,12.23952715,751.6936465,1.459844742
advised,13.94363328,12.25737312,751.5762041,1.461670195
advisedly,13.96030055,12.27521909,751.4587617,1.463495647
advisement,13.97696781,12.29306506,751.3413193,1.4653211
adviser,13.99363508,12.31091103,751.2238769,1.467146552
advisers,14.01030235,12.328757,751.1064345,1.468972004
advises,14.02696962,12.34660297,750.9889921,1.470797457
advising,14.04363689,12.36444894,750.8715497,1.472622909
advisor,14.06030416,12.38229491,750.7541073,1.474448362
admonishing,14.07697143,12.40014088,750.6366649,1.476273814
admonishments,14.0936387,12.41798685,750.5192225,1.478099267
admonition,14.11030596,12.43583282,750.4017801,1.479924719
admonitions,14.12697323,12.45367879,750.2843377,1.481750172
ado,14.1436405,12.47152476,750.1668953,1.483575624
adobe,14.16030777,12.48937073,750.0494529,1.485401076
adolescence,14.17697504,12.5072167,749.9320105,1.487226529
adolescent,14.19364231,12.52506267,749.8145681,1.489051981
adolescents,14.21030958,12.54290864,749.6971257,1.490877434
adolescent's,14.22697684,12.56075461,749.5796833,1.492702886
Adolf,14.24364411,12.57860059,749.4622409,1.494528339
Adonis,14.26031138,12.59644656,749.3447985,1.496353791
adopt,14.27697865,12.61429253,749.2273561,1.498179244
adopted,14.29364592,12.6321385,749.1099137,1.500004696
adopting,14.31031319,12.64998447,748.9924713,1.501830148
adoption,14.32698046,12.66783044,748.8750289,1.503655601
adopts,14.34364773,12.68567641,748.7575865,1.505481053
adorable,14.36031499,12.70352238,748.6401441,1.507306506
adoration,14.37698226,12.72136835,748.5227017,1.509131958
adore,14.39364953,12.73921432,748.4052593,1.510957411
adored,14.4103168,12.75706029,748.2878169,1.512782863
adores,14.42698407,12.77490626,748.1703745,1.514608316
adorn,14.44365134,12.79275223,748.0529321,1.516433768
adorned,14.46031861,12.8105982,747.9354897,1.51825922
adornment,14.47698588,12.82844417,747.8180472,1.520084673
adorns,14.49365314,12.84629014,747.7006048,1.521910125
adrenal,14.51032041,12.86413611,747.5831624,1.523735578
adrenalin,14.52698768,12.88198208,747.46572,1.52556103
Adrian,14.54365495,12.89982805,747.3482776,1.527386483
Adriatic,14.56032222,12.91767402,747.2308352,1.529211935
adrift,14.57698949,12.93551999,747.1133928,1.531037388
adroit,14.59365676,12.95336596,746.9959504,1.53286284
adroitness,14.61032403,12.97121194,746.878508,1.534688292
ads,14.62699129,12.98905791,746.7610656,1.536513745
adsorbed,14.64365856,13.00690388,746.6436232,1.538339197
adsorbs,14.66032583,13.02474985,746.5261808,1.54016465
adulation,14.6769931,13.04259582,746.4087384,1.541990102
adult,14.69366037,13.06044179,746.291296,1.543815555
adulterant,14.71032764,13.07828776,746.1738536,1.545641007
adulterate,14.72699491,13.09613373,746.0564112,1.54746646
adulterated,14.74366218,13.1139797,745.9389688,1.549291912
adulterer,14.76032944,13.13182567,745.8215264,1.551117364
adulterers,14.77699671,13.14967164,745.704084,1.552942817
adulteress,14.79366398,13.16751761,745.5866416,1.554768269
adulterous,14.81033125,13.18536358,745.4691992,1.556593722
adultery,14.82699852,13.20320955,745.3517568,1.558419174
adulthood,14.84366579,13.22105552,745.2343144,1.560244627
adults,14.86033306,13.23890149,745.116872,1.562070079
advance,14.87700033,13.25674746,744.9994296,1.563895532
advanced,14.89366759,13.27459343,744.8819872,1.565720984
advancement,14.91033486,13.2924394,744.7645448,1.567546436
advancements,14.92700213,13.31028537,744.6471024,1.569371889
advances,14.9436694,13.32813134,744.52966,1.571197341
advancing,14.96033667,13.34597731,744.4122176,1.573022794
advantage,14.97700394,13.36382329,744.2947752,1.574848246
advantageous,14.99367121,13.38166926,744.1773328,1.576673699
advantageously,15.01033847,13.39951523,744.0598904,1.578499151
advantages,15.02700574,13.4173612,743.942448,1.580324604
advent,15.04367301,13.43520717,743.8250056,1.582150056
adventitious,15.06034028,13.45305314,743.7075632,1.583975508
adventure,15.07700755,13.47089911,743.5901208,1.585800961
adventurers,15.09367482,13.48874508,743.4726784,1.587626413
adventures,15.11034209,13.50659105,743.355236,1.589451866
adventuring,15.12700936,13.52443702,743.2377936,1.591277318
adventurous,15.14367662,13.54228299,743.1203512,1.593102771
adverb,15.16034389,13.56012896,743.0029088,1.594928223
adverbial,15.17701116,13.57797493,742.8854664,1.596753676
adverbs,15.19367843,13.5958209,742.768024,1.598579128
adversaries,15.2103457,13.61366687,742.6505816,1.60040458
adversary,15.22701297,13.63151284,742.5331392,1.602230033
adverse,15.24368024,13.64935881,742.4156968,1.604055485
adversely,15.26034751,13.66720478,742.2982544,1.605880938
adversity,15.27701477,13.68505075,742.180812,1.60770639
advert,15.29368204,13.70289672,742.0633696,1.609531843
advertise,15.31034931,13.72074269,741.9459272,1.611357295
advertised,15.32701658,13.73858866,741.8284848,1.613182748
advertisement,15.34368385,13.75643463,741.7110424,1.6150082
advertisements,15.36035112,13.77428061,741.5936,1.616833652
advertiser,15.37701839,13.79212658,741.4761576,1.618659105
advertisers,15.39368566,13.80997255,741.3587152,1.620484557
advertises,15.41035292,13.82781852,741.2412728,1.62231001
advertising,15.42702019,13.84566449,741.1238304,1.624135462
advice,15.44368746,13.86351046,741.006388,1.625960915
advisability,15.46035473,13.88135643,740.8889456,1.627786367
advisable,15.477022,13.8992024,740.7715032,1.62961182
advise,15.49368927,13.91704837,740.6540608,1.631437272
advised,15.51035654,13.93489434,740.5366184,1.633262724
advisedly,15.52702381,13.95274031,740.419176,1.635088177
advisement,15.54369107,13.97058628,740.3017336,1.636913629
adviser,15.56035834,13.98843225,740.1842912,1.638739082
advisers,15.57702561,14.00627822,740.0668488,1.640564534
advises,15.59369288,14.02412419,739.9494064,1.642389987
advising,15.61036015,14.04197016,739.8319639,1.644215439
advisor,15.62702742,14.05981613,739.7145215,1.646040892
admonishing,15.64369469,14.0776621,739.5970791,1.647866344
admonishments,15.66036195,14.09550807,739.4796367,1.649691796
admonition,15.67702922,14.11335404,739.3621943,1.651517249
admonitions,15.69369649,14.13120001,739.2447519,1.653342701
ado,15.71036376,14.14904598,739.1273095,1.655168154
adobe,15.72703103,14.16689196,739.0098671,1.656993606
adolescence,15.7436983,14.18473793,738.8924247,1.658819059
adolescent,15.76036557,14.2025839,738.7749823,1.660644511
adolescents,15.77703284,14.22042987,738.6575399,1.662469964
adolescent's,15.7937001,14.23827584,738.5400975,1.664295416
Adolf,15.81036737,14.25612181,738.4226551,1.666120868
Adonis,15.82703464,14.27396778,738.3052127,1.667946321
adopt,15.84370191,14.29181375,738.1877703,1.669771773
adopted,15.86036918,14.30965972,738.0703279,1.671597226
adopting,15.87703645,14.32750569,737.9528855,1.673422678
adoption,15.89370372,14.34535166,737.8354431,1.675248131
adopts,15.91037099,14.36319763,737.7180007,1.677073583
adorable,15.92703825,14.3810436,737.6005583,1.678899036
adoration,15.94370552,14.39888957,737.4831159,1.680724488
adore,15.96037279,14.41673554,737.3656735,1.68254994
adored,15.97704006,14.43458151,737.2482311,1.684375393
adores,15.99370733,14.45242748,737.1307887,1.686200845
adorn,16.0103746,14.47027345,737.0133463,1.688026298
adorned,16.02704187,14.48811942,736.8959039,1.68985175
adornment,16.04370914,14.50596539,736.7784615,1.691677203
adorns,16.0603764,14.52381136,736.6610191,1.693502655
adrenal,16.07704367,14.54165733,736.5435767,1.695328108
adrenalin,16.09371094,14.55950331,736.4261343,1.69715356
Adrian,16.11037821,14.57734928,736.3086919,1.698979012
Adriatic,16.12704548,14.59519525,736.1912495,1.700804465
adrift,16.14371275,14.61304122,736.0738071,1.702629917
adroit,16.16038002,14.63088719,735.9563647,1.70445537
adroitness,16.17704729,14.64873316,735.8389223,1.706280822
ads,16.19371455,14.66657913,735.7214799,1.708106275
adsorbed,16.21038182,14.6844251,735.6040375,1.709931727
adsorbs,16.22704909,14.70227107,735.4865951,1.711757179
adulation,16.24371636,14.72011704,735.3691527,1.713582632
adult,16.26038363,14.73796301,735.2517103,1.715408084
adulterant,16.2770509,14.75580898,735.1342679,1.717233537
adulterate,16.29371817,14.77365495,735.0168255,1.719058989
adulterated,16.31038544,14.79150092,734.8993831,1.720884442
adulterer,16.3270527,14.80934689,734.7819407,1.722709894
adulterers,16.34371997,14.82719286,734.6644983,1.724535347
adulteress,16.36038724,14.84503883,734.5470559,1.726360799
adulterous,16.37705451,14.8628848,734.4296135,1.728186251
adultery,16.39372178,14.88073077,734.3121711,1.730011704
adulthood,16.41038905,14.89857674,734.1947287,1.731837156
adults,16.42705632,14.91642271,734.0772863,1.733662609
advance,16.44372358,14.93426868,733.9598439,1.735488061
advanced,16.46039085,14.95211466,733.8424015,1.737313514
advancement,16.47705812,14.96996063,733.7249591,1.739138966
advancements,16.49372539,14.9878066,733.6075167,1.740964419
advances,16.51039266,15.00565257,733.4900743,1.742789871
advancing,16.52705993,15.02349854,733.3726319,1.744615323
advantage,16.5437272,15.04134451,733.2551895,1.746440776
advantageous,16.56039447,15.05919048,733.1377471,1.748266228
advantageously,16.57706173,15.07703645,733.0203047,1.750091681
advantages,16.593729,15.09488242,732.9028623,1.751917133
advent,16.61039627,15.11272839,732.7854199,1.753742586
adventitious,16.62706354,15.13057436,732.6679775,1.755568038
adventure,16.64373081,15.14842033,732.5505351,1.757393491
adventurers,16.66039808,15.1662663,732.4330927,1.759218943
adventures,16.67706535,15.18411227,732.3156503,1.761044395
adventuring,16.69373262,15.20195824,732.1982079,1.762869848
adventurous,16.71039988,15.21980421,732.0807655,1.7646953
adverb,16.72706715,15.23765018,731.9633231,1.766520753
adverbial,16.74373442,15.25549615,731.8458806,1.768346205
adverbs,16.76040169,15.27334212,731.7284382,1.770171658
adversaries,16.77706896,15.29118809,731.6109958,1.77199711
adversary,16.79373623,15.30903406,731.4935534,1.773822563
adverse,16.8104035,15.32688003,731.376111,1.775648015
adversely,16.82707077,15.34472601,731.2586686,1.777473467
adversity,16.84373803,15.36257198,731.1412262,1.77929892
advert,16.8604053,15.38041795,731.0237838,1.781124372
advertise,16.87707257,15.39826392,730.9063414,1.782949825
advertised,16.89373984,15.41610989,730.788899,1.784775277
advertisement,16.91040711,15.43395586,730.6714566,1.78660073
advertisements,16.92707438,15.45180183,730.5540142,1.788426182
advertiser,16.94374165,15.4696478,730.4365718,1.790251635
advertisers,16.96040892,15.48749377,730.3191294,1.792077087
advertises,16.97707618,15.50533974,730.201687,1.793902539
advertising,16.99374345,15.52318571,730.0842446,1.795727992
advice,17.01041072,15.54103168,729.9668022,1.797553444
advisability,17.02707799,15.55887765,729.8493598,1.799378897
advisable,17.04374526,15.57672362,729.7319174,1.801204349
advise,17.06041253,15.59456959,729.614475,1.803029802
advised,17.0770798,15.61241556,729.4970326,1.804855254
advisedly,17.09374706,15.63026153,729.3795902,1.806680707
advisement,17.11041433,15.6481075,729.2621478,1.808506159
adviser,17.1270816,15.66595347,729.1447054,1.810331611
advisers,17.14374887,15.68379944,729.027263,1.812157064
advises,17.16041614,15.70164541,728.9098206,1.813982516
advising,17.17708341,15.71949138,728.7923782,1.815807969
advisor,17.19375068,15.73733736,728.6749358,1.817633421
admonishing,17.21041795,15.75518333,728.5574934,1.819458874
admonishments,17.22708521,15.7730293,728.440051,1.821284326
admonition,17.24375248,15.79087527,728.3226086,1.823109779
admonitions,17.26041975,15.80872124,728.2051662,1.824935231
ado,17.27708702,15.82656721,728.0877238,1.826760683
adobe,17.29375429,15.84441318,727.9702814,1.828586136
adolescence,17.31042156,15.86225915,727.852839,1.830411588
